3.183098861837907023e+00	5.395669390553315794e-06	2.007103750488396621e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	6.063337200845179094e-06	2.015125406735818192e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	7.050949422151595642e-06	2.020428846472567042e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	8.491395299072240603e-06	2.021823381736738590e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	1.056245372116936109e-05	2.019220468718256001e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	1.350145483894555146e-05	2.013604694189685240e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	1.760641273196530778e-05	2.005443134057175225e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	2.327231377626749802e-05	1.987825151978008797e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	3.146008504249753982e-05	1.944181259114173610e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	4.484489960704267418e-05	1.868063558386112932e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	6.918873851499006313e-05	1.778311554464854671e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	1.152139817566461900e-04	1.700735176686255956e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	2.025594818896259911e-04	1.646450926179332974e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	3.678783507365451983e-04	1.612993777639019966e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	6.802243119652696957e-04	1.593778444716916098e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	1.269941149227104974e-03	1.583153028637295012e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	2.383080394319417056e-03	1.577394545420495398e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	4.484072194371795973e-03	1.574306762677046834e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	8.449500382675147192e-03	1.572660350332639734e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	1.593383502332214319e-02	1.571785094136289862e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	3.005971655826514266e-02	1.571320529847363590e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	5.672079491699664328e-02	1.571074156846961500e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	1.070406988707283819e-01	1.570943555419628712e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	2.020140755104349317e-01	1.570874340333940244e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	3.812660506556234119e-01	1.570837662846916505e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	7.195847630485273649e-01	1.570818228508581438e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	1.358124734307665671e+00	1.570807931175036698e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	2.563299854274596168e+00	1.570802475207641713e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	4.837937520011853287e+00	1.570799584431279206e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
3.183098861837907023e+00	9.131070048671222850e+00	1.570798052797387268e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
